scaffold,scaffold_index,level_index,target_sharpe,rep,verdict,promoted,n_rejections,triggered_rejections,failed_promotion_criteria,mean_realised_sharpe,mean_net_sharpe,mean_total_return,btc_positive_total_return,btc_bootstrap_sharpe_ci_excludes_zero,btc_survives_double_costs,btc_beats_buy_and_hold,btc_survives_drop_top_trades,btc_not_confined_to_one_fold,eth_positive_total_return,eth_bootstrap_sharpe_ci_excludes_zero,eth_survives_double_costs,eth_beats_buy_and_hold,eth_survives_drop_top_trades,eth_not_confined_to_one_fold
volatility_breakout,0,0,0.0,10,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (5/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (5/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),-0.09856466548184858,-0.09856466548184858,-0.08883958958901593,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,11,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (1/6);ETHUSDT: positive_total_return (2/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (2/6);ETHUSDT: beats_buy_and_hold (4/6);ETHUSDT: survives_drop_top_trades (0/6),-0.18657165061409325,-0.18657165061409325,-0.2089291294880009,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,12,REJECTED,False,1,ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (1/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (3/6);ETHUSDT: beats_buy_and_hold (4/6);ETHUSDT: survives_drop_top_trades (0/6),-0.05417008716121319,-0.05417008716121319,-0.09438701055798525,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,13,REJECTED,False,1,ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (5/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);BTCUSDT: survives_double_costs (4/6);BTCUSDT: beats_buy_and_hold (3/6);BTCUSDT: survives_drop_top_trades (1/6);ETHUSDT: positive_total_return (5/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (4/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),0.06512729074333731,0.06512729074333731,0.1026320824735921,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,14,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (1/6);BTCUSDT: beats_buy_and_hold (0/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (2/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (1/6);ETHUSDT: beats_buy_and_hold (3/6);ETHUSDT: survives_drop_top_trades (0/6),-0.1308014373238763,-0.1308014373238763,-0.2724971684244002,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,15,REJECTED,False,0,,BTCUSDT: positive_total_return (5/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);BTCUSDT: survives_double_costs (4/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (1/6);ETHUSDT: positive_total_return (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (2/6);ETHUSDT: survives_double_costs (4/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (1/6),0.17779860348396395,0.17779860348396395,0.5931518746964578,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,16,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (3/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),-0.060130973720151304,-0.060130973720151304,-0.10075937101727894,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,17,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (3/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (3/6);ETHUSDT: beats_buy_and_hold (3/6);ETHUSDT: survives_drop_top_trades (0/6),-0.07719433047274964,-0.07719433047274964,-0.15470242947750673,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,18,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (1/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (1/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (1/6);ETHUSDT: beats_buy_and_hold (1/6);ETHUSDT: survives_drop_top_trades (0/6),-0.3289806932722893,-0.3289806932722893,-0.347124254411237,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,19,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (5/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (5/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (5/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),0.23457795601041914,0.23457795601041914,0.18272024522999347,True,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,20,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (3/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (2/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (1/6);ETHUSDT: beats_buy_and_hold (3/6);ETHUSDT: survives_drop_top_trades (0/6),-0.18776743452506864,-0.18776743452506864,-0.25915405611242814,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,21,REJECTED,False,0,,BTCUSDT: bootstrap_sharpe_ci_excludes_zero (3/6);BTCUSDT: beats_buy_and_hold (4/6);BTCUSDT: survives_drop_top_trades (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);ETHUSDT: survives_double_costs (5/6);ETHUSDT: survives_drop_top_trades (1/6),0.3267641959307504,0.3267641959307504,0.7292591035657998,True,False,True,False,False,True,True,False,False,True,False,True
volatility_breakout,0,0,0.0,22,REJECTED,False,0,,BTCUSDT: positive_total_return (5/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);BTCUSDT: survives_double_costs (4/6);BTCUSDT: beats_buy_and_hold (3/6);BTCUSDT: survives_drop_top_trades (1/6);ETHUSDT: positive_total_return (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);ETHUSDT: survives_double_costs (3/6);ETHUSDT: survives_drop_top_trades (2/6),0.2016728398178039,0.2016728398178039,0.3774050777939877,False,False,False,False,False,True,False,False,False,True,False,True
volatility_breakout,0,0,0.0,23,REJECTED,False,1,BTCUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (3/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);ETHUSDT: survives_double_costs (4/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),-0.0547280945853304,-0.0547280945853304,0.07398575404588983,True,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,24,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (3/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (3/6);ETHUSDT: beats_buy_and_hold (4/6);ETHUSDT: survives_drop_top_trades (0/6),-0.14424235666300037,-0.14424235666300037,-0.1684729535715377,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,25,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (4/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (2/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (2/6);ETHUSDT: survives_drop_top_trades (0/6),-0.0959704474165744,-0.0959704474165744,-0.17480162642782487,False,False,False,False,False,True,False,False,False,True,False,True
volatility_breakout,0,0,0.0,26,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (1/6);BTCUSDT: beats_buy_and_hold (0/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (1/6);ETHUSDT: beats_buy_and_hold (4/6);ETHUSDT: survives_drop_top_trades (0/6),-0.1006796367730638,-0.1006796367730638,-0.24331089568673625,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,27,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (1/6);ETHUSDT: beats_buy_and_hold (3/6);ETHUSDT: survives_drop_top_trades (0/6),-0.1301321085920574,-0.1301321085920574,-0.2129173486790566,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,28,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (5/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (5/6);BTCUSDT: beats_buy_and_hold (3/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_drop_top_trades (0/6),0.04920557913544903,0.04920557913544903,0.18267225779007715,False,False,False,False,False,True,True,False,True,True,False,True
volatility_breakout,0,0,0.0,29,REJECTED,False,1,BTCUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (3/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);ETHUSDT: survives_double_costs (2/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (1/6),-0.007208587534912175,-0.007208587534912175,0.02086051079586365,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,30,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (0/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (2/6);ETHUSDT: beats_buy_and_hold (3/6);ETHUSDT: survives_drop_top_trades (0/6),-0.20551237503862882,-0.20551237503862882,-0.16004296674636803,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,31,REJECTED,False,3,BTCUSDT: no_bootstrap_ci_excludes_zero;BTCUSDT: zero_seeds_survive_double_costs;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (0/6);BTCUSDT: beats_buy_and_hold (0/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (4/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (4/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),-0.023550754041739154,-0.023550754041739154,-0.036852189022826706,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,32,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (2/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_drop_top_trades (0/6),0.31378412094060704,0.31378412094060704,0.39411058304323154,True,False,True,False,False,True,True,False,True,True,False,True
volatility_breakout,0,0,0.0,33,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (1/6);BTCUSDT: beats_buy_and_hold (0/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (2/6);ETHUSDT: survives_drop_top_trades (0/6),-0.00024794975941957174,-0.00024794975941957174,-0.1188182392850791,False,False,False,False,False,True,False,False,False,True,False,True
volatility_breakout,0,0,0.0,34,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (5/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (3/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (3/6);ETHUSDT: beats_buy_and_hold (5/6);ETHUSDT: survives_drop_top_trades (0/6),0.12327466869992994,0.12327466869992994,0.10072958986488353,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,35,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (4/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (5/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (5/6);ETHUSDT: survives_drop_top_trades (0/6),0.03337998160568478,0.03337998160568478,0.04609322678294962,False,False,False,False,False,True,False,False,False,True,False,True
volatility_breakout,0,0,0.0,36,REJECTED,False,0,,BTCUSDT: positive_total_return (5/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);BTCUSDT: survives_double_costs (4/6);BTCUSDT: beats_buy_and_hold (2/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (5/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);ETHUSDT: survives_double_costs (4/6);ETHUSDT: survives_drop_top_trades (1/6),0.1987444864927784,0.1987444864927784,0.2684821231609371,False,False,False,False,False,True,False,False,False,True,False,True
volatility_breakout,0,0,0.0,37,REJECTED,False,2,BTCUSDT: no_bootstrap_ci_excludes_zero;ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (2/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);BTCUSDT: survives_double_costs (1/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (3/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (2/6);ETHUSDT: beats_buy_and_hold (4/6);ETHUSDT: survives_drop_top_trades (0/6),-0.11265564057841274,-0.11265564057841274,-0.21709989772864424,False,False,False,False,False,True,False,False,False,False,False,True
volatility_breakout,0,0,0.0,38,REJECTED,False,1,ETHUSDT: no_bootstrap_ci_excludes_zero,BTCUSDT: positive_total_return (3/6);BTCUSDT: bootstrap_sharpe_ci_excludes_zero (1/6);BTCUSDT: survives_double_costs (2/6);BTCUSDT: beats_buy_and_hold (1/6);BTCUSDT: survives_drop_top_trades (0/6);ETHUSDT: positive_total_return (1/6);ETHUSDT: bootstrap_sharpe_ci_excludes_zero (0/6);ETHUSDT: survives_double_costs (1/6);ETHUSDT: beats_buy_and_hold (2/6);ETHUSDT: survives_drop_top_trades (0/6),-0.14672084665184265,-0.14672084665184265,-0.1828784166849819,False,False,False,False,False,True,False,False,False,False,False,True
